Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Years until sold
20102,2002,2/7/2003,Coventry,24 STONECROFT LN,0,68000,0,Nan,Nan,1
20222,2002,11/14/2002,Colchester,79 ELMWOOD HTS,114000,120000,0.95,Nan,Nan,0
20200578,2020,2/17/2021,Stratford,2318 MAIN STREET,429800,650000,0.6612,Commercial,Nan,1
20187,2002,6/2/2003,Coventry,533 DALY RD,94360,143000,0.65986014,Nan,Nan,1
20095,2002,12/26/2002,Ellington,182 TRIPP RD,103070,298500,0.345293132,Nan,Nan,0
20200824,2020,5/3/2021,Stratford,758A QUINNIPIAC LANE,193340,395000,0.4894,Residential,Condo,1
20200059,2020,10/13/2020,Stratford,653B OSAGE LANE,156380,276000,0.5665,Residential,Condo,0
200113,2020,1/14/2021,Suffield,4 CHELTENHAM CT,98280,169900,0.5784,Residential,Condo,1
200025,2020,10/20/2020,Suffield,930 BRANCH RD,159180,261000,0.6098,Residential,Single Family,0
200149,2020,7/12/2021,Thomaston,97 TWIN POND RD,204000,337500,0.6044,Residential,Single Family,1
200046,2020,12/14/2020,Thomaston,3 BRADLEY WAY,133210,289900,0.4595,Residential,Condo,0
20102,2002,12/3/2002,Avon,25 SKY TOP DR,142420,300000,0.474733333,Nan,Nan,0
21108,2002,8/27/2003,Hamden,42 GILBERT AVE,0,179900,0,Nan,Nan,1
20805,2002,4/10/2003,Hartford,25-27 PLINY ST,52430,0,0,Nan,Nan,1
20031,2020,11/2/2020,Thompson,0 THOMPSON RD,12930,175000,0.0738,Vacant Land,Nan,0
2020256,2020,6/23/2021,Tolland,D3 TOLLAND MEADOWS,55200,89900,0.614015573,Residential,Condo,1
2020065,2020,12/20/2020,Tolland,H2 TOLLAND MEADOWS,55200,90000,0.6133,Residential,Condo,0
20238,2002,7/8/2003,Canton,57 WICKHAMS FANCY,87500,165000,0.53030303,Nan,Nan,1
21203,2002,9/15/2003,Hamden,35 GILES ST,176820,400000,0.44205,Nan,Nan,1
20731,2002,7/1/2003,East Hartford,27 NORTHBROOK CT,61600,110000,0.56,Nan,Nan,1
20869,2002,9/25/2003,Enfield,27 MONROE RD,93940,184000,0.510543478,Nan,Nan,1
200106,2020,11/2/2020,Torrington,2651 TORRINGFORD W ST,126570,225005,0.5625,Residential,Single Family,0
200174,2020,11/20/2020,Torrington,194 LEDGE DR,58020,122500,0.4736,Residential,Condo,0
20442,2002,4/29/2003,Enfield,7 SPIER AVE,69440,138000,0.503188406,Nan,Nan,1
200359,2020,3/8/2021,Trumbull,94 NORTH STOWE PLACE,256550,451000,0.5688,Residential,Single Family,1
200599,2020,7/2/2021,Trumbull,29 WALNUT AVE,237440,420000,0.5653,Residential,Single Family,1
200627,2020,7/20/2021,Trumbull,12 ROSEVIEW COURT,475160,905000,0.525,Residential,Single Family,1
200011,2020,10/13/2020,Trumbull,14 WOODLAWN DR,183190,370000,0.4951,Residential,Single Family,0
200233,2020,12/31/2020,Trumbull,8 TURNER AVE,202160,365000,0.5538,Residential,Single Family,0
20197,2002,3/3/2003,Cheshire,14 WOODRIDGE CT,2486000,0,0,Nan,Nan,1
200374,2020,5/18/2021,Vernon,27 TRACY DRIVE,129190,226800,0.5696,Residential,Single Family,1
200484,2020,7/12/2021,Vernon,90 MONTAUK DR,126800,300000,0.4226,Residential,Single Family,1
20598,2002,4/14/2003,Fairfield,897 CONGRESS ST,248500,250000,0.994,Nan,Nan,1
20090,2002,12/23/2002,Ledyard,138 IRON ST,101780,140000,0.727,Nan,Nan,0
200055,2020,1/25/2021,Washington,136 OLD LITCHFIELD RD,1030330,2285000,0.4509,Residential,Single Family,1
21310,2002,9/22/2003,Greenwich,58 MARY LN,329490,630000,0.523,Nan,Nan,1
20300,2002,8/29/2003,Canton,98 ANDREW DR,196290,390000,0.503307692,Nan,Nan,1
20064,2002,1/15/2003,Brooklyn,15 HYDE RD,69960,132000,0.53,Nan,Nan,1
201224,2020,3/8/2021,Waterbury,411 HAUSER ST,9860,25000,0.3944,Vacant Land,Nan,1
201592,2020,5/12/2021,Waterbury,26 COOPER ST,73860,122000,0.6054,Residential,Single Family,1
201777,2020,6/8/2021,Waterbury,18 CAMP ST,36770,150000,0.2451,Residential,Two Family,1
20083,2002,2/11/2003,Hebron,19 CARVER LN,61380,125000,0.49104,Nan,Nan,1
202250,2020,8/9/2021,Waterbury,94 SOUTHMAYD RD #3,63100,139900,0.451,Residential,Condo,1
21081,2002,6/17/2003,Hartford,47 S WHITNEY ST,46200,0,0,Nan,Nan,1
20062,2002,7/14/2003,Barkhamsted,23 ROBIN DR,92670,170000,0.545117647,Nan,Nan,1
20453,2002,6/2/2003,East Haven,107 D KENNETH ST,23380,40000,0.5845,Nan,Nan,1
20458,2020,6/18/2021,Waterford,4 DONNA ST,271240,710000,0.382,Residential,Single Family,1
20089,2020,11/13/2020,Waterford,15 SEA VIEW TERRACE,89770,150000,0.5984,Vacant Land,Nan,0
20149,2020,1/6/2021,Watertown,0 FERN HILL RD,62600,95000,0.6589,Vacant Land,Nan,1
20043,2002,6/16/2003,Bolton,12 GREEN HLS DR,133090,250000,0.53236,Nan,Nan,1
20102,2020,12/9/2020,Watertown,12 CHARLES ST,127000,223000,0.5695,Residential,Single Family,0
200170,2020,6/14/2021,Westbrook,104 CHAPMAN BEACH RD,271120,725000,0.3739,Residential,Single Family,1
200014,2020,10/13/2020,Westbrook,233 KENROSE TER,245790,382000,0.6434,Residential,Single Family,0
200376,2020,1/4/2021,West Hartford,1838 ASYLUM AVENUE,216580,305000,0.71,Residential,Single Family,1
200494,2020,2/19/2021,West Hartford,82 WHITE AVENUE,181720,327900,0.5541,Residential,Single Family,1
200557,2020,3/12/2021,West Hartford,23 TIMBERWOOD ROAD,166670,305000,0.5464,Residential,Condo,1
20075,2002,4/21/2003,Essex,31 KINGS LN,113040,240000,0.471,Nan,Nan,1
20601,2002,9/2/2003,Avon,215 NORTHINGTON DR,466660,965000,0.483585492,Nan,Nan,1
20021,2002,10/24/2002,Ledyard,4 BIRCH ST,54600,78000,0.7,Nan,Nan,0
20006,2002,11/19/2002,Chaplin,CROSS RD,0,27000,0,Nan,Nan,0
2000448,2020,6/17/2021,Wethersfield,938 RIDGE RD,158870,315000,0.5043,Residential,Single Family,1
2000513,2020,7/20/2021,Wethersfield,215 NOTT ST,144050,257500,0.5594,Residential,Single Family,1
20318,2002,7/7/2003,Darien,48 SHIELDS RD,888090,2100000,0.4229,Nan,Nan,1
2000066,2020,11/24/2020,Wethersfield,261 COPPERMILL RD,297710,500000,0.5954,Residential,Single Family,0
20200053,2020,3/29/2021,Willington,14 ANGELA LN,43170,115000,0.3753,Vacant Land,Nan,1
2020212,2020,2/22/2021,Wilton,126 SCRIBNER HILL RD,336630,599000,0.5619,Residential,Single Family,1
20066,2002,1/27/2003,Brooklyn,FITZGERALD RD,0,110000,0,Nan,Nan,1
2020333,2020,5/25/2021,Wilton,27 VILLAGE WALK,192710,301000,0.6402,Residential,Condo,1
2020553,2020,9/22/2021,Wilton,621 NOD HILL RD,550830,1140000,0.4831,Residential,Single Family,1
2020128,2020,12/9/2020,Wilton,145 SKUNK LANE,168070,285000,0.5897,Residential,Condo,0
20336,2020,9/29/2021,Winchester,348 W WAKEFIELD BLVD,307760,709000,0.434,Residential,Single Family,1
20079,2020,12/28/2020,Winchester,11 BAKER ST,98490,174000,0.566,Residential,Single Family,0
20272,2002,4/15/2003,Avon,56 WESTLAND RD,475850,895000,0.531675978,Nan,Nan,1
200324,2020,4/26/2021,Windsor,851 MARSHALL PHELPS RD,423220,550000,0.7694,Commercial,Nan,1
20408,2002,7/17/2003,Cheshire,187 CEDAR LN,109900,223000,0.492825112,Nan,Nan,1
200532,2020,8/2/2021,Windsor,375 DUNFEY LN,89460,195000,0.4587,Residential,Condo,1
200559,2020,8/23/2021,Windsor,9 AMANDA CIR,156030,300000,0.5201,Residential,Single Family,1
200091,2020,11/12/2020,Windsor,33 RIVER ST,429590,850000,0.5054,Commercial,Nan,0
200016,2020,10/14/2020,Windsor Locks,85 FOX HOLLOW DR,114730,182460,0.6287,Residential,Condo,0
200288,2020,6/22/2021,Wolcott,3 LANCEWOOD LN,157150,273000,0.5756,Residential,Single Family,1
20020002,2020,2/3/2021,Woodbury,11 EDGEHILL CT,76230,75000,1.0164,Residential,Condo,1
200031,2020,11/16/2020,Woodstock,PLAYGROUND DR,12600,21000,0.6,Vacant Land,Nan,0
200577,2020,6/2/2021,Enfield,23 COTTAGE RD,155200,229900,0.675,Residential,Single Family,1
20445,2020,8/12/2021,Bethel,75 ROCKWELL ROAD,252140,483000,0.522,Residential,Single Family,1
200693,2020,3/9/2021,Danbury,10 BOUGHTON ST,246700,399000,0.6182,Residential,Three Family,1
200260,2020,4/27/2021,Avon,24 KING RICHARDS COURT,469820,672050,0.699,Residential,Single Family,1
20398,2020,2/4/2021,Hartford,135 FRANKLIN AVE & 34 STANDISH,229950,550000,0.418090909,Commercial,Nan,1
200789,2020,8/23/2021,Glastonbury,102 CHATHAM HILL RD,476500,767500,0.6208,Residential,Single Family,1
200772,2020,9/17/2021,Groton,30 SUNNYSIDE PARK,112840,265000,0.4258,Residential,Single Family,1
201446,2020,7/20/2021,Greenwich,14 RIVERVIEW COURT,620480,965000,0.6429,Residential,Single Family,1
200708,2020,7/26/2021,Glastonbury,42 BELL ST,161300,315000,0.512,Residential,Single Family,1
200507,2020,9/14/2021,Avon,15 COTTONWOOD DRIVE,96550,184900,0.5221,Residential,Condo,1
2020108,2020,1/8/2021,Ansonia,145 PULASKI HWY,136100,269000,0.5059,Residential,Single Family,1
200060,2020,4/6/2021,East Granby,8 MILLER ROAD,116900,215000,0.5437,Residential,Single Family,1
200544,2020,6/2/2021,Glastonbury,112 ABBEY RD,343800,612500,0.5613,Residential,Single Family,1
200061,2020,12/21/2020,Woodstock,49 LEBANON HILL RD,137500,195000,0.7051,Residential,Single Family,0
200226,2020,7/30/2021,Litchfield,104 MEADOW ST,122270,267500,0.457,Residential,Single Family,1
200007,2020,11/4/2020,Lyme,23 HONEY HILL LANE,227149,530000,0.4285,Residential,Single Family,0
20041,2020,6/14/2021,Franklin,189 KAHN RD,225990,380000,0.5947,Residential,Single Family,1
20000009,2020,10/8/2020,Brookfield,35 INDIAN TRAIL,315430,660000,0.4779,Residential,Single Family,0
20138,2020,5/12/2021,Burlington,33 FAWN HILL DR,238350,330000,0.7222,Residential,Single Family,1
20010,2020,12/1/2020,Colebrook,47 FLAGG HILL ROAD,203700,178000,1.1443,Residential,Single Family,0
200000324,2020,7/7/2021,Brookfield,30 GREAT HERON LN,327010,467000,0.7002,Residential,Condo,1
201312,2020,8/26/2021,Griswold,17-19 SCHOOL RD,108430,150000,0.722866667,Residential,Two Family,1
200221,2020,2/19/2021,Guilford,14 HAZEL RD,163820,301473,0.5433,Residential,Single Family,1
200207,2020,8/25/2021,Essex,36 SAYBROOK RD,248400,462500,0.537,Residential,Single Family,1
20913,2020,9/14/2021,East Hartford,2 LAFAYETTE AVE,87380,235000,0.3718,Residential,Single Family,1
201049,2020,7/23/2021,Manchester,36I MARJORIE LANE,106500,204000,0.522,Residential,Condo,1
200188,2020,2/2/2021,East Lyme,56 CARRIAGE HILL RD,146860,272500,0.5389,Residential,Single Family,1
200930,2020,4/30/2021,Greenwich,19 PINTAIL LANE,1481130,2545000,0.581976424,Residential,Single Family,1
20481,2020,8/30/2021,Bethel,7 DRUID LANE,54929,589294,0.093211538,Residential,Condo,1
201234,2020,5/25/2021,Cromwell,11 BRITTANY CIRCLE,214690,355000,0.6047,Residential,Single Family,1
201219,2020,9/3/2021,Manchester,236 WEST CENTER STREET,103300,210000,0.4919,Residential,Single Family,1
200020,2020,4/26/2021,Bozrah,BRUSH HILL RD,41650,99000,0.4207,Vacant Land,Nan,1
200076,2020,1/20/2021,East Windsor,ELLSWORTH RD,10460,149900,0.0697,Vacant Land,Nan,1
200622,2020,2/23/2021,Danbury,60 PADANARAM RD D23,126400,231400,0.5462,Residential,Condo,1
20000104,2020,12/14/2020,Brookfield,14 BRISTOL PATH UNIT #14,141730,215000,0.659209302,Residential,Condo,0
200223,2020,2/23/2021,Guilford,173 MIDDLE RD,162820,285000,0.5712,Residential,Single Family,1
2020133,2020,1/13/2021,Berlin,147 WOODHAVEN DRIVE,174600,339000,0.515,Residential,Single Family,1
200400,2020,12/28/2020,Manchester,42 LONGVIEW DRIVE,256300,470000,0.5453,Residential,Single Family,0
200574,2020,1/8/2021,Manchester,1076 TOLLAND TURNPIKE,116100,338376,0.3431,Commercial,Nan,1
2020046,2020,11/5/2020,Berlin,18 WINDING MEADOW DRIVE,194200,299900,0.6475,Residential,Single Family,0
200707,2020,9/10/2021,Farmington,75 PINNACLE RD,323480,650000,0.4976,Residential,Single Family,1
201148,2020,8/24/2021,Hartford,21 ELLIOTT ST,76918,280000,0.274707143,Residential,Three Family,1
20000209,2020,3/18/2021,Brookfield,162 LONG MEADOW HILL RD,237840,375000,0.6342,Residential,Single Family,1
200000382,2020,8/19/2021,Brookfield,10 MEADOW DR,223440,450000,0.4965,Residential,Single Family,1
200121,2020,12/15/2020,Avon,63 NORTHGATE,528490,775000,0.6819,Residential,Single Family,0
20166,2020,1/25/2021,Darien,159 MIDDLESEX ROAD,693980,940000,0.7382,Residential,Single Family,1
200013,2020,10/15/2020,Bloomfield,95 SPRINGWOOD LN,206640,285000,0.725,Residential,Single Family,0
200052,2020,11/25/2020,Colchester,308 WESTCHESTER RD,133900,315000,0.425,Residential,Single Family,0
200052,2020,2/4/2021,Goshen,36 SANDY BEACH ROAD,211730,290000,0.730103448,Residential,Single Family,1
200258,2020,12/31/2020,Enfield,61 CANDLEWOOD,94270,165900,0.5682,Residential,Single Family,0
200256,2020,1/20/2021,Groton,28 TAUTOG ST,521430,903500,0.5771,Residential,Single Family,1
200051,2020,11/2/2020,Madison,30 EVARTS LN,392900,629000,0.6246,Residential,Condo,0
20191,2020,2/22/2021,Darien,31 PATRICIA LANE,646450,1180000,0.5478,Residential,Single Family,1
201218,2020,7/15/2021,Danbury,55 MILL PLAIN RD 31-1,106300,236900,0.4487,Residential,Condo,1
2000228,2020,5/24/2021,Bloomfield,92 ADAMS ROAD,170520,300000,0.5684,Residential,Single Family,1
201254,2020,9/24/2021,Hartford,107 HENRY ST,110911,325000,0.3412,Residential,Three Family,1
200315,2020,5/6/2021,East Lyme,14 RIVER RD,334600,260000,1.2869,Residential,Single Family,1
200739,2020,9/24/2021,Farmington,125 BIRDSEYE RD,155270,315000,0.4929,Residential,Single Family,1
200240,2020,3/23/2021,Madison,389 COUNTY RD,218500,200000,1.0925,Residential,Single Family,1
200984,2020,7/6/2021,Manchester,41 STEELE FARM DRIVE,292500,530000,0.5518,Residential,Single Family,1
200129,2020,4/22/2021,Canton,61 SECRET LAKE ROAD,167910,280000,0.5996,Residential,Single Family,1
200532,2020,9/29/2021,East Lyme,8 WINTHROP DR,219100,475000,0.4612,Residential,Single Family,1
200011,2020,10/1/2020,Bridgeport,116 BASSICK AVE,76090,148700,0.5117,Residential,Single Family,0
200020,2020,12/8/2020,East Granby,96 KIMBERLY ROAD,187800,255000,0.736470588,Residential,Single Family,0
200061,2020,10/15/2020,Bristol,161 GRIDLEY ST,75530,90600,0.8336,Residential,Single Family,0
200573,2020,7/29/2021,Farmington,44 GARDEN ST UNIT 9,86790,192000,0.452,Residential,Condo,1
200283,2020,4/12/2021,Guilford,2160 DURHAM RD,267710,300000,0.892366667,Residential,Single Family,1
2020397,2020,9/3/2021,Berlin,639 HIGH RD,182300,322500,0.5652,Residential,Single Family,1
200239,2020,7/30/2021,Mansfield,4 FEDERAL SQ,148400,249900,0.5938,Residential,Condo,1
200704,2020,3/15/2021,Danbury,136 PEMBROKE RD 6-48,119200,175000,0.6811,Residential,Condo,1
200268,2020,4/6/2021,Madison,612 DURHAM RD,203700,400000,0.5092,Residential,Single Family,1
200379,2020,3/26/2021,Glastonbury,40 SUMMERSWEET DR,99500,168000,0.5922,Residential,Condo,1
200483,2020,5/26/2021,Groton,150 ANCHORAGE CIR,343420,798000,0.4303,Residential,Single Family,1
200245,2020,11/18/2020,Greenwich,15 PALMGER STREET UN10,385000,610000,0.6311,Residential,Condo,0
200004,2020,10/2/2020,Bristol,140 FERN HILL RD,138670,275000,0.5042,Residential,Single Family,0
20847,2020,6/7/2021,Hartford,19 WHITMORE ST,145530,373500,0.3896,Apartments,Nan,1
200790,2020,9/27/2021,Groton,84 BEACH POND RD,297360,670000,0.4438,Residential,Single Family,1
201049,2020,6/9/2021,Danbury,11 & 13 TAAGAN POINT RD,316400,350000,0.904,Residential,Single Family,1
20061,2020,10/30/2020,Farmington,23 JEFFREY DR,160020,250000,0.64,Residential,Single Family,0
201501,2020,9/9/2021,Danbury,77 TOPSTONE DR,161000,360000,0.4472,Residential,Single Family,1
200422,2020,7/26/2021,Avon,16 PINE HILL ROAD,503430,1030900,0.4883,Residential,Single Family,1
20008,2020,11/5/2020,Colebrook,124 STILLMAN HILL ROAD,116600,243000,0.4798,Residential,Single Family,0
200195,2020,6/24/2021,Mansfield,10 FORT GRISWOLD,197100,227853,0.865,Residential,Condo,1
200091,2020,1/5/2021,Litchfield,43 NORFOLK RD,163640,75000,2.1818,Residential,Single Family,1
200586,2020,6/15/2021,Glastonbury,51 CONESTOGA WAY,114400,262000,0.4366,Residential,Condo,1
201546,2020,8/5/2021,Greenwich,106 LOCKWOOD ROAD,2296000,3762500,0.6102,Residential,Single Family,1
200665,2020,7/12/2021,Glastonbury,25 HALE RD,160500,300000,0.535,Residential,Single Family,1
200401,2020,5/28/2021,Farmington,1 PARTRIDGE LA,183360,311000,0.5895,Residential,Condo,1
200532,2020,9/21/2021,Madison,9 HILLTOP DR,363800,415000,0.8766,Residential,Single Family,1
200901,2020,6/17/2021,Manchester,11 CHARIS ROAD,100500,182500,0.5506,Residential,Single Family,1
201212,2020,6/17/2021,Greenwich,14 COS COB AVENUE,567770,1490000,0.381,Residential,Three Family,1
200506,2020,2/22/2021,Bristol,188 BROOK ST,106680,165000,0.6465,Residential,Single Family,1
200763,2020,3/23/2021,Greenwich,31 SCOTT LANE,959910,1115000,0.8609,Residential,Single Family,1
200267,2020,6/30/2021,Coventry,280 ROOT RD,92600,285000,0.324912281,Residential,Single Family,1
201016,2020,5/14/2021,Greenwich,210 WEST LYON FARM DRIVE,918120,1400000,0.6558,Residential,Condo,1
200287,2020,4/20/2021,East Lyme,35A SCOTT RD,206990,421000,0.4916,Residential,Single Family,1
201024,2020,7/19/2021,Manchester,32 HIGHLAND STREET,94900,162000,0.5858,Residential,Single Family,1
200321,2020,12/21/2020,Bristol,172-174 GREENE ST,84980,114547,0.7418,Residential,Two Family,0
201308,2020,9/28/2021,Manchester,34 COOLIDGE STREET,88400,184900,0.478,Residential,Single Family,1
200526,2020,8/23/2021,Guilford,71 HIGHWOODS DR,265160,466000,0.569,Residential,Single Family,1
201278,2020,9/7/2021,Bristol,268 DIVINITY ST UN 14 AKA 2-6,61460,125000,0.4916,Residential,Condo,1
200048,2020,12/30/2020,Bethany,3 FAIRWOOD RD,290610,445000,0.653,Residential,Single Family,0
200761,2020,3/23/2021,Greenwich,2 WIDGEON WAY,1242500,1875000,0.6626,Residential,Single Family,1
20000078,2020,11/20/2020,Brookfield,12 BROOKFIELD MEADOWS,187170,345000,0.5425,Residential,Single Family,0
20513,2020,5/4/2021,East Hartford,90 PARK AVE,73340,180000,0.407444444,Residential,Single Family,1
2020148,2020,2/2/2021,Berlin,48 CORNWALL ROAD,180200,296000,0.6087,Residential,Single Family,1
200116,2020,3/12/2021,Essex,30 RIVER ROAD DR,428000,1080000,0.396296296,Residential,Single Family,1
20099,2020,2/11/2021,Derby,54-56 LAKEVIEW TERR,146580,315000,0.4653,Residential,Two Family,1
200054,2020,10/27/2020,East Lyme,38 HOPE ST  #4,149450,249900,0.598,Residential,Condo,0
2020098,2020,12/15/2020,Berlin,233 LINCOLN STREET,142700,259000,0.5509,Residential,Single Family,0
200890,2020,4/22/2021,Greenwich,188 BIBLE STREET,737590,1364000,0.5407,Residential,Single Family,1
20004,2020,10/13/2020,Lebanon,88 LAKESIDE DR,175540,250000,0.7021,Residential,Single Family,0
200394,2020,3/15/2021,Enfield,72 WYNWOOD DR,91680,160000,0.573,Residential,Condo,1
200853,2020,6/4/2021,Manchester,7 LINCOLN STREET,84200,150000,0.5613,Residential,Single Family,1
200106,2020,11/13/2020,Glastonbury,50 PENWOOD XING,585700,985000,0.5946,Residential,Single Family,0
20376,2020,6/24/2021,Bethel,23 GREAT HILL DRIVE,119832,619423,0.1934,Residential,Condo,1
2000490,2020,8/30/2021,Cheshire,11 HILLTOP RD,186320,242500,0.7683,Residential,Single Family,1
20000172,2020,2/16/2021,Brookfield,129 NORTH LAKE SHORE DR,230610,500000,0.4612,Residential,Single Family,1
200106,2020,12/2/2020,East Lyme,25 REGATTA DR,313810,425000,0.7383,Residential,Condo,0
200354,2020,6/1/2021,Madison,113 SPORTSMANS HILL RD,185700,410000,0.4529,Residential,Single Family,1
201289,2020,8/2/2021,Danbury,1 LAKEVIEW TL,139300,230000,0.6056,Residential,Single Family,1
201006,2020,10/6/2020,Griswold,148 MATHEWSON STREET UNIT 401,89600,155000,0.578064516,Residential,Condo,0
200258,2020,4/5/2021,Madison,32 JEFFERSON PARK RD,257800,475000,0.5427,Residential,Single Family,1
201260,2020,9/2/2021,Bristol,216 WILDERNESS WAY,201530,375000,0.5374,Residential,Single Family,1
201072,2020,7/30/2021,Manchester,104 PEILA DRIVE,129200,270000,0.4785,Residential,Single Family,1
2020222,2020,4/12/2021,Berlin,41 KENTON ST,168300,240000,0.7012,Residential,Single Family,1
200189,2020,12/4/2020,Enfield,1 ARTHUR AVE,102970,188000,0.5477,Residential,Single Family,0
200080,2020,5/20/2021,Columbia,420 ROUTE 66 SOUTH,41000,65000,0.6307,Vacant Land,Nan,1
20855,2020,6/8/2021,Hartford,53 CONGRESS ST #053C,37595,78000,0.4819,Residential,Condo,1
20138,2020,4/5/2021,Derby,3A SILVER HILL CONDO,50960,86000,0.5925,Residential,Condo,1
200559,2020,7/22/2021,Farmington,100 WOODRUFF RD,196170,422000,0.4648,Residential,Single Family,1
20000029,2020,10/20/2020,Brookfield,40 LEDGEWOOD DR,166530,300000,0.5551,Residential,Condo,0
2000184,2020,2/16/2021,Cheshire,474 MAPLE AVE,380070,699900,0.543,Residential,Single Family,1
200244,2020,4/15/2021,Avon,239 OLD FARMS RD 13B,58590,4500,13.02,Residential,Condo,1
200840,2020,6/1/2021,Manchester,62 ELDRIDGE STREET,138900,155000,0.8961,Residential,Single Family,1
200558,2020,6/22/2021,Groton,72-2 BUDDINGTON RD,61810,120000,0.515,Residential,Condo,1
200310,2020,1/26/2021,Enfield,33 JONDOT DR,121400,206000,0.5893,Residential,Single Family,1
200125,2020,12/1/2020,Guilford,174 NUT PLAINS RD,152050,264000,0.5759,Residential,Single Family,0
200011,2020,10/13/2020,Cromwell,3 HAWTHORN,93800,175000,0.536,Residential,Condo,0
201207,2020,9/1/2021,Manchester,77 SHALLOWBROOK LANE,145800,300000,0.486,Residential,Single Family,1
200032,2020,10/19/2020,Madison,10 ARROWHEAD RD,209400,475000,0.4408,Residential,Single Family,0
200030,2020,3/9/2021,Bridgewater,67 BOTSFORD HILL ROAD,666600,1046945,0.6367,Residential,Single Family,1
200353,2020,12/10/2020,Greenwich,45 LAKE DRIVE SOUTH,1157450,2225000,0.5202,Residential,Single Family,0
201058,2020,5/24/2021,Greenwich,17 EAST LYON FARM DRIVE,687890,940000,0.7317,Residential,Condo,1
200056,2020,10/13/2020,Greenwich,59 CHERRY VALLEY ROAD,1284500,1200000,1.0704,Residential,Single Family,0
200220,2020,7/19/2021,Mansfield,87 MONTICELLO LANE,330900,605000,0.5469,Residential,Single Family,1
201076,2020,7/21/2021,Bristol,351 MATTHEWS ST,318780,540000,0.5903,Residential,Single Family,1
20601,2020,9/7/2021,Darien,17 WALMSLEY RD,565530,1125000,0.5026,Residential,Single Family,1
2000203,2020,3/1/2021,Cheshire,560 OAK AVE U15,97840,196000,0.4991,Residential,Condo,1
200250,2020,1/15/2021,Groton,255 NEPTUNE DR,751520,1325000,0.5671,Residential,Single Family,1
200050,2020,12/8/2020,Easton,31 KACHELE STREET,494130,685000,0.7213,Residential,Single Family,0
200462,2020,4/30/2021,Glastonbury,82 SOUTH MILL DR,165000,247500,0.6666,Residential,Condo,1
201539,2020,9/20/2021,Danbury,6 FAIRFIELD AV,237900,410000,0.5802,Residential,Two Family,1
200000259,2020,5/17/2021,Brookfield,23 RIVERVIEW CT,191900,315000,0.6092,Residential,Condo,1
201629,2020,8/23/2021,Greenwich,15 TOMAHAWK LANE,2712290,3950000,0.6866,Residential,Single Family,1
